,work_year,experience_level,employment_type,job_title,salary,salary_currency,salary_in_usd,employee_residence,remote_ratio,company_location,company_size
373,2023,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
1452,2023,Executive-level / Director,Full-time,Machine Learning Engineer,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
5556,2023,Senior-level/ Expert,Full-time,Data Scientist,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
4211,2023,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
252,2023,Mid-level /Intermediate,Full-time,Data Scientist,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
4208,2023,Executive-level / Director,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
4887,2023,Senior-level/ Expert,Full-time,Data Scientist,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
1622,2023,Mid-level /Intermediate,Full-time,Data Scientist,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
6642,2022,Mid-level /Intermediate,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
4512,2023,Senior-level/ Expert,Full-time,Data Scientist,145000,USD,145000,United States of America,Not at all,United States of America,Medium
2324,2023,Senior-level/ Expert,Full-time,Data Manager,145000,USD,145000,United States of America,Not at all,United States of America,Medium
4843,2023,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,Canada,Totally Remote,Canada,Medium
2068,2023,Senior-level/ Expert,Full-time,Data Analyst,145000,USD,145000,United States of America,Not at all,United States of America,Medium
4821,2023,Executive-level / Director,Full-time,Data Scientist,145000,USD,145000,United States of America,Not at all,United States of America,Medium
2941,2023,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
4199,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
2893,2023,Senior-level/ Expert,Full-time,ML Engineer,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
4529,2023,Senior-level/ Expert,Full-time,Data Scientist,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
6173,2022,Mid-level /Intermediate,Full-time,Data Scientist,145000,USD,145000,United States of America,Not at all,United States of America,Medium
3596,2023,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
4559,2023,Senior-level/ Expert,Full-time,Data Scientist,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
6193,2022,Senior-level/ Expert,Full-time,Machine Learning Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
1342,2023,Senior-level/ Expert,Full-time,Data Manager,145000,USD,145000,United States of America,Not at all,United States of America,Medium
1104,2023,Senior-level/ Expert,Full-time,Data Manager,145000,USD,145000,United States of America,Not at all,United States of America,Medium
6807,2022,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
6182,2022,Executive-level / Director,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
4492,2023,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
4894,2023,Mid-level /Intermediate,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
4658,2023,Executive-level / Director,Full-time,Data Scientist,145000,USD,145000,United States of America,Not at all,United States of America,Medium
2103,2023,Senior-level/ Expert,Full-time,Data Scientist,145000,USD,145000,United States of America,Not at all,United States of America,Medium
2542,2023,Senior-level/ Expert,Full-time,Data Manager,145000,USD,145000,United States of America,Not at all,United States of America,Medium
1294,2023,Mid-level /Intermediate,Full-time,Machine Learning Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
5211,2023,Senior-level/ Expert,Full-time,Data Analyst,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
7571,2022,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
6096,2022,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
1080,2023,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
6092,2022,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
2023,2023,Senior-level/ Expert,Full-time,Data Manager,145000,USD,145000,United States of America,Not at all,United States of America,Medium
5629,2023,Senior-level/ Expert,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
641,2023,Senior-level/ Expert,Full-time,Data Manager,145000,USD,145000,United States of America,Not at all,United States of America,Medium
6090,2022,Senior-level/ Expert,Full-time,Data Science Consultant,145000,USD,145000,United States of America,Not at all,United States of America,Medium
647,2023,Senior-level/ Expert,Full-time,Data Analyst,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
3787,2023,Senior-level/ Expert,Full-time,ML Engineer,145000,USD,145000,United States of America,Totally Remote,United States of America,Medium
917,2023,Mid-level /Intermediate,Full-time,Machine Learning Software Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
5668,2023,Executive-level / Director,Full-time,Data Engineer,145000,USD,145000,United States of America,Not at all,United States of America,Medium
3020,2023,Senior-level/ Expert,Full-time,Data Manager,145000,USD,145000,United States of America,Not at all,United States of America,Medium
316,2023,Senior-level/ Expert,Full-time,Data Architect,144854,USD,144854,United States of America,Totally Remote,United States of America,Medium
6652,2022,Senior-level/ Expert,Full-time,Data Architect,144854,USD,144854,United States of America,Totally Remote,United States of America,Medium
7596,2022,Senior-level/ Expert,Full-time,Data Architect,144854,USD,144854,United States of America,Totally Remote,United States of America,Medium
3085,2023,Senior-level/ Expert,Full-time,Machine Learning Engineer,144800,USD,144800,United States of America,Not at all,United States of America,Medium
1372,2023,Senior-level/ Expert,Full-time,Data Developer,144700,USD,144700,United States of America,Not at all,United States of America,Medium
3462,2023,Mid-level /Intermediate,Full-time,Analytics Engineer,144628,USD,144628,United States of America,Not at all,United States of America,Medium
2969,2023,Executive-level / Director,Full-time,Data Scientist,144540,USD,144540,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
3936,2023,Executive-level / Director,Full-time,Data Scientist,144540,USD,144540,United Kingdom (Great Britain),Totally Remote,United Kingdom (Great Britain),Medium
